,ID,Time,Filter,Flux,Freq,Lum,e_Lum,Lumkc,Lumbb,Tbb,maggies
0,AT2018bsi,42.09,UVW2,0.000265884,1.56879e+15,3.67420e+43,1.69203e+42,8.32532e+42,5.42463e+43,2.39699e+04,31.43826949063856
1,AT2018bsi,49.50,UVW2,0.000215126,1.56879e+15,2.97278e+43,1.36902e+42,6.32613e+42,4.53537e+43,2.50053e+04,31.668267744671155
2,AT2018bsi,49.67,UVW2,0.00020356,1.56879e+15,2.81296e+43,3.36808e+42,5.97918e+42,4.29437e+43,2.50251e+04,31.728268894496857
3,AT2018bsi,51.45,UVW2,0.000207344,1.56879e+15,2.86525e+43,2.11120e+42,5.99552e+42,4.41508e+43,2.53006e+04,31.70827131869774
4,AT2018bsi,51.64,UVW2,0.000225264,1.56879e+15,3.11289e+43,2.29366e+42,6.50348e+42,4.80124e+43,2.53285e+04,31.618270521029796
5,AT2018bsi,141.68,UVW2,5.87073e-05,1.56879e+15,8.11266e+42,1.49441e+42,1.29589e+42,1.59621e+43,3.14355e+04,33.07826973186393
6,AT2018bsi,310.31,UVW2,4.02432e-05,1.56879e+15,5.56113e+42,8.70739e+41,1.32724e+42,8.02934e+42,2.31840e+04,33.488268732461904
7,AT2018bsi,49.50,UVM2,0.000214438,1.41515e+15,2.73151e+43,1.00633e+42,6.42045e+42,4.60313e+43,2.50057e+04,31.67174562991106
8,AT2018bsi,49.68,UVM2,0.000230835,1.41515e+15,2.94038e+43,2.70819e+42,6.90494e+42,4.95937e+43,2.50254e+04,31.591745853235665
9,AT2018bsi,51.46,UVM2,0.000208594,1.41515e+15,2.65707e+43,1.71308e+42,6.15964e+42,4.53622e+43,2.53013e+04,31.70174546945214
10,AT2018bsi,51.64,UVM2,0.000188496,1.41515e+15,2.40106e+43,1.76917e+42,5.55898e+42,4.10423e+43,2.53292e+04,31.811744653384984
11,AT2018bsi,141.69,UVM2,4.6914e-05,1.41515e+15,5.97590e+42,1.21088e+42,1.10990e+42,1.36735e+43,3.14376e+04,33.321743841216225
12,AT2018bsi,310.32,UVM2,2.43951e-05,1.41515e+15,3.10745e+42,7.72757e+41,8.02579e+41,4.85517e+42,2.31837e+04,34.03174349323785
13,AT2018bsi,49.50,UVW1,0.000206529,1.26003e+15,2.17762e+43,1.80510e+42,5.89848e+42,4.22867e+43,2.50051e+04,31.71254739445363
14,AT2018bsi,49.67,UVW1,0.000218264,1.26003e+15,2.30135e+43,4.23924e+42,6.22899e+42,4.47372e+43,2.50250e+04,31.652544724981006
15,AT2018bsi,51.48,UVW1,0.000168648,1.26003e+15,1.77821e+43,2.29290e+42,4.76385e+42,3.50925e+43,2.53043e+04,31.932547011877936
16,AT2018bsi,51.63,UVW1,0.000230665,1.26003e+15,2.43210e+43,2.91206e+42,6.51006e+42,4.80585e+43,2.53279e+04,31.592545745600376
17,AT2018bsi,141.68,UVW1,5.48254e-05,1.26003e+15,5.78072e+42,1.91673e+42,1.30122e+42,1.60254e+43,3.14337e+04,33.15254547768702
18,AT2018bsi,310.31,UVW1,2.60005e-05,1.26003e+15,2.74146e+42,1.13624e+42,7.99642e+41,4.83768e+42,2.31842e+04,33.96254575073132
19,AT2018bsi,49.50,U,0.00018812,9.17329e+14,1.29457e+43,2.98085e+42,5.87785e+42,4.21391e+43,2.50051e+04,31.813912574814896
20,AT2018bsi,51.45,U,0.000117607,9.17329e+14,8.09328e+42,3.72709e+42,3.65742e+42,2.69322e+43,2.53002e+04,32.323917070418005
21,AT2018bsi,51.63,U,0.000128954,9.17329e+14,8.87411e+42,4.33188e+42,4.00852e+42,2.95922e+43,2.53281e+04,32.22391295504456
22,AT2018bsi,9.46,r,0.000236012,5.13861e+14,8.13261e+42,2.14522e+41,1.32111e+43,1.09774e+44,2.66593e+04,31.567664787052585
23,AT2018bsi,0.00,r,0.000201703,5.13861e+14,6.95038e+42,2.15932e+41,1.13977e+43,1.12089e+44,2.86359e+04,31.738219105809726
24,AT2018bsi,24.69,r,0.000180055,5.13861e+14,6.20441e+42,2.18342e+41,9.88705e+42,6.13071e+43,2.34434e+04,31.861487035186627
25,AT2018bsi,6.61,r,0.000204782,5.13861e+14,7.05648e+42,2.45660e+41,1.14915e+43,9.96439e+43,2.71502e+04,31.721770549467912
26,AT2018bsi,5.68,r,0.000186182,5.13861e+14,6.41553e+42,1.89614e+41,1.04581e+43,9.22636e+43,2.73510e+04,31.825155771847335
27,AT2018bsi,35.17,r,0.000178746,5.13861e+14,6.15932e+42,3.15979e+41,9.78979e+42,5.86078e+43,2.30743e+04,31.869409170283845
28,AT2018bsi,13.28,r,0.000169807,5.13861e+14,5.85128e+42,2.14808e+41,9.46061e+42,7.27584e+43,2.57836e+04,31.925111026709672
29,AT2018hco,43.86,UVW2,0.000144243,1.62401e+15,5.40164e+43,1.49253e+42,1.11695e+43,8.02562e+43,2.50299e+04,32.10226313408115
30,AT2018hco,51.40,UVW2,0.000188406,1.62401e+15,7.05546e+43,4.54883e+42,1.42771e+43,1.05967e+44,2.53877e+04,31.812263176822302
31,AT2018hco,55.09,UVW2,0.000170253,1.62401e+15,6.37567e+43,2.93610e+42,1.28048e+43,9.61344e+43,2.55150e+04,31.922263066791004
32,AT2018hco,61.91,UVW2,0.000179927,1.62401e+15,6.73791e+43,2.48234e+42,1.34649e+43,1.01868e+44,2.56002e+04,31.862259152903988
33,AT2018hco,62.25,UVW2,0.000195477,1.62401e+15,7.32024e+43,6.06797e+42,1.46411e+43,1.10621e+44,2.55856e+04,31.77226083685577
34,AT2018hco,64.13,UVW2,0.000178277,1.62401e+15,6.67614e+43,2.45958e+42,1.34091e+43,1.00662e+44,2.55139e+04,31.872261706803556
35,AT2018hco,69.88,UVW2,0.000178277,1.62401e+15,6.67614e+43,3.68937e+42,1.36553e+43,9.97243e+43,2.52087e+04,31.872261706803556
36,AT2018hco,70.00,UVW2,0.000164095,1.62401e+15,6.14505e+43,3.96186e+42,1.25749e+43,9.17697e+43,2.52009e+04,31.96226162941315
37,AT2018hco,76.32,UVW2,0.000167146,1.62401e+15,6.25930e+43,2.88251e+42,1.30792e+43,9.25387e+43,2.48607e+04,31.94226003030961
38,AT2018hco,76.42,UVW2,0.00015671,1.62401e+15,5.86848e+43,3.78355e+42,1.22661e+43,8.67491e+43,2.48561e+04,32.01225822347036
39,AT2018hco,82.83,UVW2,0.000149657,1.62401e+15,5.60435e+43,2.58090e+42,1.19669e+43,8.20543e+43,2.45191e+04,32.06225741205655
40,AT2018hco,83.07,UVW2,0.000111454,1.62401e+15,4.17374e+43,2.69091e+42,8.92190e+42,6.10795e+43,2.45021e+04,32.38226085100659
41,AT2018hco,89.17,UVW2,0.00015816,1.62401e+15,5.92278e+43,3.81856e+42,1.28608e+43,8.61068e+43,2.42615e+04,32.00225835923596
42,AT2018hco,89.60,UVW2,0.00015671,1.62401e+15,5.86848e+43,3.24304e+42,1.27527e+43,8.52907e+43,2.42498e+04,32.01225822347036
43,AT2018hco,89.96,UVW2,0.000149657,1.62401e+15,5.60435e+43,4.64562e+42,1.21862e+43,8.14319e+43,2.42406e+04,32.06225741205655
44,AT2018hco,90.46,UVW2,0.000155273,1.62401e+15,5.81468e+43,4.81996e+42,1.26252e+43,8.45376e+43,2.42626e+04,32.02226013998397
45,AT2018hco,95.61,UVW2,0.000137751,1.62401e+15,5.15852e+43,1.90047e+42,1.07744e+43,7.62801e+43,2.48677e+04,32.15226309928653
46,AT2018hco,120.23,UVW2,0.000107423,1.62401e+15,4.02277e+43,1.85256e+42,7.02703e+42,6.64617e+43,2.81696e+04,32.42225680814435
47,AT2018hco,125.98,UVW2,0.000107423,1.62401e+15,4.02277e+43,1.85256e+42,7.21913e+42,6.51071e+43,2.76083e+04,32.42225680814435
48,AT2018hco,225.09,UVW2,5.38389e-05,1.62401e+15,2.01616e+43,1.29987e+42,3.65486e+42,3.23926e+43,2.74045e+04,33.17225955476157
49,AT2018hco,307.52,UVW2,2.93154e-05,1.62401e+15,1.09781e+43,1.01112e+42,1.59766e+42,2.18228e+43,3.27865e+04,33.83226043904611
50,AT2018hco,51.39,UVM2,0.000147589,1.46497e+15,5.05552e+43,4.65631e+42,1.12427e+43,8.34437e+43,2.53876e+04,32.07736502459754
51,AT2018hco,55.08,UVM2,0.000191009,1.46497e+15,6.54283e+43,3.61570e+42,1.44603e+43,1.08561e+44,2.55147e+04,31.797365422741265
52,AT2018hco,61.70,UVM2,0.000256481,1.46497e+15,8.78549e+43,9.71008e+42,1.93283e+43,1.46346e+44,2.56093e+04,31.477362004263313
53,AT2018hco,61.94,UVM2,0.00019456,1.46497e+15,6.66447e+43,3.68292e+42,1.46695e+43,1.10966e+44,2.55988e+04,31.7773661060184
54,AT2018hco,62.16,UVM2,0.000191009,1.46497e+15,6.54283e+43,4.21832e+42,1.44083e+43,1.08897e+44,2.55892e+04,31.797365422741265
55,AT2018hco,64.12,UVM2,0.00020373,1.46497e+15,6.97856e+43,2.57100e+42,1.54236e+43,1.15789e+44,2.55143e+04,31.727362537033983
56,AT2018hco,69.91,UVM2,0.000179083,1.46497e+15,6.13431e+43,3.38995e+42,1.37639e+43,1.00504e+44,2.52073e+04,31.86736409730663
57,AT2018hco,70.00,UVM2,0.000209437,1.46497e+15,7.17407e+43,5.28605e+42,1.61016e+43,1.17511e+44,2.52013e+04,31.697366479083865
58,AT2018hco,76.35,UVM2,0.00019456,1.46497e+15,6.66447e+43,3.06910e+42,1.52192e+43,1.07667e+44,2.48595e+04,31.7773661060184
59,AT2018hco,82.82,UVM2,0.00018074,1.46497e+15,6.19107e+43,3.42131e+42,1.43911e+43,9.86849e+43,2.45200e+04,31.857364305138354
60,AT2018hco,83.06,UVM2,0.000121634,1.46497e+15,4.16645e+43,3.45370e+42,9.69385e+42,6.63675e+43,2.45026e+04,32.287362527533986
61,AT2018hco,89.16,UVM2,0.000160345,1.46497e+15,5.49245e+43,5.05873e+42,1.29456e+43,8.66761e+43,2.42618e+04,31.98736144506485
62,AT2018hco,89.59,UVM2,0.000154545,1.46497e+15,5.29378e+43,3.90060e+42,1.24852e+43,8.35034e+43,2.42501e+04,32.02736260279635
63,AT2018hco,89.96,UVM2,0.00018074,1.46497e+15,6.19107e+43,6.27241e+42,1.46089e+43,9.76221e+43,2.42407e+04,31.857364305138354
64,AT2018hco,90.45,UVM2,0.000148955,1.46497e+15,5.10230e+43,5.63927e+42,1.20257e+43,8.05206e+43,2.42622e+04,32.06736228540291
65,AT2018hco,95.60,UVM2,0.000130935,1.46497e+15,4.48504e+43,2.47852e+42,1.02385e+43,7.24775e+43,2.48663e+04,32.2073606186288
66,AT2018hco,120.24,UVM2,9.14228e-05,1.46497e+15,3.13160e+43,2.01902e+42,6.16905e+42,5.83446e+43,2.81691e+04,32.59736370433714
67,AT2018hco,125.98,UVM2,0.000105939,1.46497e+15,3.62882e+43,2.00536e+42,7.30927e+42,6.59175e+43,2.76078e+04,32.4373603271449
68,AT2018hco,307.52,UVM2,3.08357e-05,1.46497e+15,1.05625e+43,1.36198e+42,1.79000e+42,2.44496e+43,3.27863e+04,33.77736547056
69,AT2018hco,51.39,UVW1,0.00018251,1.30439e+15,5.31306e+43,4.89351e+42,1.35477e+43,1.00552e+44,2.53876e+04,31.846783337253854
70,AT2018hco,55.09,UVW1,0.00018251,1.30439e+15,5.31306e+43,3.42545e+42,1.34814e+43,1.01213e+44,2.55148e+04,31.846783337253854
71,AT2018hco,61.70,UVW1,0.000198284,1.30439e+15,5.77224e+43,7.44300e+42,1.45938e+43,1.10498e+44,2.56093e+04,31.75678082154747
72,AT2018hco,61.95,UVW1,0.00019288,1.30439e+15,5.61493e+43,3.62008e+42,1.42018e+43,1.07427e+44,2.55986e+04,31.78678200657651
73,AT2018hco,62.16,UVW1,0.000196466,1.30439e+15,5.71932e+43,4.21415e+42,1.44710e+43,1.09371e+44,2.55892e+04,31.766781492229004
74,AT2018hco,64.12,UVW1,0.000196466,1.30439e+15,5.71932e+43,2.63384e+42,1.45126e+43,1.08948e+44,2.55142e+04,31.766781492229004
75,AT2018hco,69.91,UVW1,0.000163413,1.30439e+15,4.75712e+43,3.06703e+42,1.22161e+43,8.92010e+43,2.52071e+04,31.966783492463605
76,AT2018hco,70.00,UVW1,0.000175908,1.30439e+15,5.12088e+43,4.24485e+42,1.31533e+43,9.59927e+43,2.52012e+04,31.886786022776896
77,AT2018hco,76.32,UVW1,0.000180837,1.30439e+15,5.26435e+43,3.39405e+42,1.37075e+43,9.69856e+43,2.48609e+04,31.856781765793272
78,AT2018hco,76.41,UVW1,0.000157502,1.30439e+15,4.58505e+43,4.22299e+42,1.19410e+43,8.44510e+43,2.48563e+04,32.00678481764708
79,AT2018hco,82.83,UVW1,0.00013344,1.30439e+15,3.88458e+43,2.86227e+42,1.02585e+43,7.03440e+43,2.45197e+04,32.186784916765845
80,AT2018hco,83.06,UVW1,0.000121699,1.30439e+15,3.54278e+43,3.58932e+42,9.36268e+42,6.40990e+43,2.45024e+04,32.286782475876485
81,AT2018hco,89.17,UVW1,0.000134675,1.30439e+15,3.92053e+43,4.33313e+42,1.04676e+43,7.00848e+43,2.42617e+04,32.17678253945502
82,AT2018hco,89.60,UVW1,0.00015321,1.30439e+15,4.46010e+43,3.69711e+42,1.19143e+43,7.96839e+43,2.42500e+04,32.036782218561996
83,AT2018hco,89.96,UVW1,0.000147668,1.30439e+15,4.29877e+43,5.93897e+42,1.14879e+43,7.67662e+43,2.42407e+04,32.076784017798566
84,AT2018hco,90.45,UVW1,0.000128614,1.30439e+15,3.74407e+43,5.17263e+42,9.99623e+42,6.69327e+43,2.42623e+04,32.22677938662017
85,AT2018hco,95.61,UVW1,0.000128614,1.30439e+15,3.74407e+43,2.41389e+42,9.74658e+42,6.89983e+43,2.48669e+04,32.22677938662017
86,AT2018hco,120.23,UVW1,9.14717e-05,1.30439e+15,2.66284e+43,2.20731e+42,6.16874e+42,5.83466e+43,2.81701e+04,32.59678312371085
87,AT2018hco,125.98,UVW1,9.49045e-05,1.30439e+15,2.76277e+43,2.29014e+42,6.51383e+42,5.87485e+43,2.76087e+04,32.55678298634919
88,AT2018hco,307.51,UVW1,2.81376e-05,1.30439e+15,8.19114e+42,1.28253e+42,1.68454e+42,2.30100e+43,3.27868e+04,33.87678237130499
89,AT2018hco,51.39,U,0.000143189,9.49623e+14,2.82805e+43,3.64662e+42,1.19627e+43,8.87888e+43,2.53877e+04,32.11022585979795
90,AT2018hco,55.09,U,0.000173744,9.49623e+14,3.43152e+43,2.52844e+42,1.44835e+43,1.08736e+44,2.55148e+04,31.900225460540796
91,AT2018hco,61.71,U,0.000133018,9.49623e+14,2.62716e+43,5.32335e+42,1.10705e+43,8.38210e+43,2.56093e+04,32.19022396578282
92,AT2018hco,61.95,U,0.000173744,9.49623e+14,3.43152e+43,2.52844e+42,1.44626e+43,1.09399e+44,2.55985e+04,31.900225460540796
93,AT2018hco,62.16,U,0.000159923,9.49623e+14,3.15854e+43,2.90913e+42,1.33143e+43,1.00628e+44,2.55891e+04,31.990222679678183
94,AT2018hco,64.12,U,0.000148563,9.49623e+14,2.93418e+43,1.89174e+42,1.23845e+43,9.29715e+43,2.55141e+04,32.07022334818599
95,AT2018hco,69.88,U,0.000124713,9.49623e+14,2.46313e+43,2.94921e+42,1.04519e+43,7.63315e+43,2.52089e+04,32.26022068398616
96,AT2018hco,70.00,U,0.000155565,9.49623e+14,3.07247e+43,3.39581e+42,1.30394e+43,9.51606e+43,2.52011e+04,32.02022026670562
97,AT2018hco,76.32,U,0.000145851,9.49623e+14,2.88063e+43,2.38784e+42,1.23005e+43,8.70299e+43,2.48608e+04,32.090226472183645
98,AT2018hco,76.41,U,0.000127031,9.49623e+14,2.50892e+43,3.23512e+42,1.07142e+43,7.57741e+43,2.48562e+04,32.240225707726864
99,AT2018hco,82.83,U,0.000136745,9.49623e+14,2.70077e+43,2.48750e+42,1.16059e+43,7.95815e+43,2.45195e+04,32.16022136106235
100,AT2018hco,83.06,U,0.000122436,9.49623e+14,2.41817e+43,3.34083e+42,1.03949e+43,7.11649e+43,2.45023e+04,32.28022716824998
101,AT2018hco,89.17,U,0.000125867,9.49623e+14,2.48592e+43,3.89235e+42,1.07354e+43,7.18774e+43,2.42616e+04,32.250220297377176
102,AT2018hco,89.60,U,0.000133018,9.49623e+14,2.62716e+43,2.90365e+42,1.13480e+43,7.58961e+43,2.42499e+04,32.19022396578282
103,AT2018hco,89.96,U,9.99794e-05,9.49623e+14,1.97464e+43,5.09238e+42,8.53092e+42,5.70065e+43,2.42407e+04,32.5002236846985
104,AT2018hco,90.46,U,0.000141877,9.49623e+14,2.80212e+43,4.64553e+42,1.21008e+43,8.10249e+43,2.42624e+04,32.12022000823248
105,AT2018hco,95.61,U,0.000125867,9.49623e+14,2.48592e+43,1.83169e+42,1.06138e+43,7.51397e+43,2.48672e+04,32.250220297377176
106,AT2018hco,120.23,U,8.54891e-05,9.49623e+14,1.68845e+43,2.48819e+42,6.84037e+42,6.46983e+43,2.81700e+04,32.670223137496066
107,AT2018hco,125.98,U,8.23969e-05,9.49623e+14,1.62737e+43,2.54807e+42,6.64537e+42,5.99342e+43,2.76086e+04,32.71022281839737
108,AT2018hco,307.51,U,1.33018e-05,9.49623e+14,2.62716e+42,1.28244e+42,1.00872e+42,1.37785e+43,3.27867e+04,34.69022396578282
109,AT2018hco,-25.35,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.30194e+42,0.00000e+00,0.00000e+00,2.78949e+04,inf
110,AT2018hco,-25.35,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.30194e+42,0.00000e+00,0.00000e+00,2.78949e+04,inf
111,AT2018hco,-25.35,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.30194e+42,0.00000e+00,0.00000e+00,2.78949e+04,inf
112,AT2018hco,-25.35,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.30194e+42,0.00000e+00,0.00000e+00,2.78949e+04,inf
113,AT2018hco,-25.35,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.30194e+42,0.00000e+00,0.00000e+00,2.78949e+04,inf
114,AT2018hco,-25.35,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.30194e+42,0.00000e+00,0.00000e+00,2.78949e+04,inf
115,AT2018hco,-25.35,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.30194e+42,0.00000e+00,0.00000e+00,2.78949e+04,inf
116,AT2018hco,-25.35,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.30194e+42,0.00000e+00,0.00000e+00,2.78949e+04,inf
117,AT2018hco,-25.35,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.30194e+42,0.00000e+00,0.00000e+00,2.78949e+04,inf
118,AT2018hco,-25.35,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.30194e+42,0.00000e+00,0.00000e+00,2.78949e+04,inf
119,AT2018hco,-25.35,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.30194e+42,0.00000e+00,0.00000e+00,2.78949e+04,inf
120,AT2018hco,-25.35,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.30194e+42,0.00000e+00,0.00000e+00,2.78949e+04,inf
121,AT2018hco,-25.35,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.30194e+42,0.00000e+00,0.00000e+00,2.78949e+04,inf
122,AT2018hco,-25.35,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.30194e+42,0.00000e+00,0.00000e+00,2.78949e+04,inf
123,AT2018hco,-25.35,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.30194e+42,0.00000e+00,0.00000e+00,2.78949e+04,inf
124,AT2018hco,-25.35,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.30194e+42,0.00000e+00,0.00000e+00,2.78949e+04,inf
125,AT2018hco,-23.62,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.27593e+42,0.00000e+00,0.00000e+00,2.78806e+04,inf
126,AT2018hco,-23.62,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.27593e+42,0.00000e+00,0.00000e+00,2.78806e+04,inf
127,AT2018hco,-23.62,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.27593e+42,0.00000e+00,0.00000e+00,2.78806e+04,inf
128,AT2018hco,-23.62,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.27593e+42,0.00000e+00,0.00000e+00,2.78806e+04,inf
129,AT2018hco,-23.62,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.27593e+42,0.00000e+00,0.00000e+00,2.78806e+04,inf
130,AT2018hco,-23.62,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.27593e+42,0.00000e+00,0.00000e+00,2.78806e+04,inf
131,AT2018hco,-23.62,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.27593e+42,0.00000e+00,0.00000e+00,2.78806e+04,inf
132,AT2018hco,-23.62,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.27593e+42,0.00000e+00,0.00000e+00,2.78806e+04,inf
133,AT2018hco,-23.62,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.27593e+42,0.00000e+00,0.00000e+00,2.78806e+04,inf
134,AT2018hco,-23.62,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.27593e+42,0.00000e+00,0.00000e+00,2.78806e+04,inf
135,AT2018hco,-23.62,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.27593e+42,0.00000e+00,0.00000e+00,2.78806e+04,inf
136,AT2018hco,-23.62,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.27593e+42,0.00000e+00,0.00000e+00,2.78806e+04,inf
137,AT2018hco,-23.62,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.27593e+42,0.00000e+00,0.00000e+00,2.78806e+04,inf
138,AT2018hco,-23.62,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.27593e+42,0.00000e+00,0.00000e+00,2.78806e+04,inf
139,AT2018hco,-23.62,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.27593e+42,0.00000e+00,0.00000e+00,2.78806e+04,inf
140,AT2018hco,-23.62,g.ZTF,0.0,6.89925e+14,0.00000e+00,1.27593e+42,0.00000e+00,0.00000e+00,2.78806e+04,inf
141,AT2018hco,-22.66,g.ZTF,1.71787e-05,6.89925e+14,2.39473e+42,4.85689e+41,1.93070e+42,1.77786e+43,2.78529e+04,34.4125242613592
142,AT2018hco,-19.85,g.ZTF,2.47759e-05,6.89925e+14,3.45380e+42,6.43298e+41,2.78562e+42,2.53286e+43,2.77040e+04,34.01492640134643
143,AT2018hco,-19.06,g.ZTF,2.89354e-05,6.89925e+14,4.03364e+42,9.99067e+41,3.25354e+42,2.95067e+43,2.76736e+04,33.84642627404148
144,AT2018hco,-18.12,g.ZTF,3.72726e-05,6.89925e+14,5.19586e+42,1.13705e+42,4.19172e+42,3.78017e+43,2.76076e+04,33.571525778494475
145,AT2018hco,-17.14,g.ZTF,5.12707e-05,6.89925e+14,7.14722e+42,1.54433e+42,5.76666e+42,5.18012e+43,2.75617e+04,33.22532688271741
146,AT2018hco,-14.39,g.ZTF,7.20824e-05,6.89925e+14,1.00484e+43,1.50115e+42,8.10622e+42,7.31759e+43,2.76192e+04,32.855426904635316
147,AT2018hco,-6.13,g.ZTF,0.000142334,6.89925e+14,1.98416e+43,1.82748e+42,1.60137e+43,1.42480e+44,2.74498e+04,32.116728363833026
148,AT2018hco,20.49,g.ZTF,0.000167059,6.89925e+14,2.32883e+43,2.14493e+42,1.89045e+43,1.41120e+44,2.54515e+04,31.942825306424254
149,AT2018hco,28.68,g.ZTF,0.000148699,6.89925e+14,2.07290e+43,1.90921e+42,1.68742e+43,1.16507e+44,2.45943e+04,32.06922988024088
150,AT2018hco,34.20,g.ZTF,0.000161715,6.89925e+14,2.25433e+43,2.07631e+42,1.83520e+43,1.26557e+44,2.45811e+04,31.978124237260985
151,AT2018hco,42.49,g.ZTF,0.000109847,6.89925e+14,1.53129e+43,3.01677e+42,1.24487e+43,8.91519e+43,2.49935e+04,32.398029498684735
152,AT2018hco,59.89,g.ZTF,0.000114982,6.89925e+14,1.60287e+43,1.74288e+42,1.30022e+43,9.90527e+43,2.56777e+04,32.34842535373612
153,AT2018hco,62.64,g.ZTF,0.000110344,6.89925e+14,1.53822e+43,1.52920e+42,1.24819e+43,9.41944e+43,2.55723e+04,32.39312819199969
154,AT2018hco,65.32,g.ZTF,0.000108151,6.89925e+14,1.50764e+43,2.03983e+42,1.22390e+43,9.12285e+43,2.54351e+04,32.414923651438926
155,AT2018hco,72.69,g.ZTF,6.09298e-05,6.89925e+14,8.49371e+42,1.15780e+42,6.90430e+42,4.95846e+43,2.50244e+04,33.03792561857521
156,AT2018hco,72.69,g.ZTF,0.000104778,6.89925e+14,1.46062e+43,1.34528e+42,1.18730e+43,8.52679e+43,2.50243e+04,32.449324739029535
157,AT2018hco,79.12,g.ZTF,0.000100533,6.89925e+14,1.40145e+43,1.29078e+42,1.14043e+43,7.95109e+43,2.47003e+04,32.49422839373189
158,AT2018hco,81.94,g.ZTF,8.96168e-05,6.89925e+14,1.24927e+43,1.15062e+42,1.01701e+43,7.01133e+43,2.45779e+04,32.619026419389115
159,AT2018hco,91.12,g.ZTF,0.000101202,6.89925e+14,1.41077e+43,1.51982e+42,1.14946e+43,7.74663e+43,2.43323e+04,32.487027261715326
160,AT2018hco,96.64,g.ZTF,9.22039e-05,6.89925e+14,1.28534e+43,1.69288e+42,1.04485e+43,7.49702e+43,2.50144e+04,32.588126772402305
161,AT2018hco,101.24,g.ZTF,8.61766e-05,6.89925e+14,1.20132e+43,1.10645e+42,9.74693e+42,7.38076e+43,2.56105e+04,32.66152661126449
162,AT2018hco,124.18,g.ZTF,5.62483e-05,6.89925e+14,7.84111e+42,1.47544e+42,6.32275e+42,5.79102e+43,2.77896e+04,33.12472649689821
163,AT2018hco,220.06,g.ZTF,2.75899e-05,6.89925e+14,3.84607e+42,1.05492e+42,3.10460e+42,2.74729e+43,2.73863e+04,33.89812468406181
164,AT2018hco,222.81,g.ZTF,4.73576e-05,6.89925e+14,6.60172e+42,1.02273e+42,5.32846e+42,4.73075e+43,2.74248e+04,33.31152578752277
165,AT2018hco,225.59,g.ZTF,3.20294e-05,6.89925e+14,4.46496e+42,1.04167e+42,3.60367e+42,3.20337e+43,2.74391e+04,33.73612799201745
166,AT2018hco,231.11,g.ZTF,4.62498e-05,6.89925e+14,6.44729e+42,1.56827e+42,5.20213e+42,4.66702e+43,2.75466e+04,33.33722535239801
167,AT2018hco,236.62,g.ZTF,3.7732e-05,6.89925e+14,5.25990e+42,1.00509e+42,4.24311e+42,3.83433e+43,2.76315e+04,33.55822543558329
168,AT2018hco,243.97,g.ZTF,2.70613e-05,6.89925e+14,3.77240e+42,7.70298e+41,3.04262e+42,2.76538e+43,2.76991e+04,33.919128360322965
169,AT2018hco,246.70,g.ZTF,2.6754e-05,6.89925e+14,3.72956e+42,8.29908e+41,3.00732e+42,2.75583e+43,2.77957e+04,33.93152819316687
170,AT2018hco,252.22,g.ZTF,2.29757e-05,6.89925e+14,3.20286e+42,6.59606e+41,2.58212e+42,2.38094e+43,2.78689e+04,34.09682812025656
171,AT2018hco,257.72,g.ZTF,2.98779e-05,6.89925e+14,4.16502e+42,1.05685e+42,3.35585e+42,3.15535e+43,2.80998e+04,33.81162482658456
172,AT2018hco,261.44,g.ZTF,2.93866e-05,6.89925e+14,4.09654e+42,8.81008e+41,3.29916e+42,3.15001e+43,2.82822e+04,33.82962664613659
173,AT2018hco,261.45,g.ZTF,3.21743e-05,6.89925e+14,4.48515e+42,1.00755e+42,3.61213e+42,3.44889e+43,2.82824e+04,33.73122723261639
